""	10
"shoveled"	1
"shoving"	1
"show"	180
"showalter"	1
"showcase"	2
"showcased"	5
"showcasing"	1
"showdown"	4
"showed"	61
"shower"	1
"showered"	1
"showers"	1
"showing"	21
"shown"	23
"showrunner"	1
"shows"	64
"showtime"	2
"showy"	1
"shrapnel"	1
"shrewd"	2
"shrieked"	2
"shrimp"	1
"shrine"	3
"shrines"	1
"shrink"	1
"shrinking"	1
"shrouds"	1
"shrug"	3
"shrugged"	1
"shrugs"	1
"shrunk"	2
"shudder"	1
"shuffled"	1
"shulkin"	4
"shulman"	1
"shumpert"	1
"shunned"	1
"shunning"	1
"shut"	15
"shutdown"	1
"shutouts"	1
"shutter"	2
"shuttered"	3
"shutting"	4
"shy"	8
"siakam"	2
"sias"	1
"siberia"	2
"siberian"	2
"sibling"	2
"siblings"	8
"sick"	10
"sickened"	1
"sicker"	1
"sickly"	1
"sickness"	2
"side"	86
"sided"	2
"sidekick"	1
"sidelined"	7
"sidelines"	2
"sides"	16
"sidewalk"	2
"sidewalks"	2
"sideways"	2
"sierra"	4
"sift"	1
"sigh"	2
"sight"	8
"sighted"	1
"sights"	3
"sign"	118
"signa"	2
"signal"	5
"signaled"	4
"signaling"	3
"signals"	2
"signature"	6
"signatures"	1
"signed"	31
"signers"	2
"significance"	6
"significant"	33
"significantly"	9
"signified"	1
"signifies"	1
"signing"	8
"signs"	51
"sihamoni"	1
"sihanouk"	4
"sik"	2
"silber"	2
"silberg"	4
"silence"	25
"silencing"	4
"silent"	25
"silently"	5
"silhouetted"	1
"silicon"	13
"silks"	1
"silly"	4
"silted"	2
"silva"	11
"silvas"	5
"silver"	7
"silverblatt"	1
"silvio"	3
"similar"	49
"similarities"	2
"similarly"	6
"simile"	1
"simmonds"	1
"simmons"	15
"simon"	3
"simona"	1
"simonds"	1
"simple"	24
"simplest"	1
"simplified"	1
"simplifies"	1
"simplistic"	3
"simply"	34
"simpson"	5
"simpsons"	1
"simulate"	1
"simultaneously"	1
"sin"	2
"sinan"	1
"since"	319
"sincere"	1
"sinful"	1
"sing"	3
"singapore"	2
"singer"	23
"singers"	4
"singing"	9
"single"	62
"singled"	6
"singles"	4
"sings"	4
"singular"	2
"singularity"	1
"sinister"	2
"sink"	3
"sinks"	1
"sinned"	1
"sins"	4
"sinuous"	1
"siobh\u00e1n"	1
"siphons"	1
"sipped"	1
"sipping"	1
"sir"	1
"sirhan"	12
"sirius"	1
"sisi"	1
"sisolak"	2
"sister"	44
"sisters"	8
"sit"	15
"sitcom"	3
"site"	27
"sites"	7
"sits"	5
"sitting"	30
"situated"	1
"situation"	46
"situations"	13
"six"	154
"sixers"	17
"sixteen"	3
"sixth"	29
"sixty"	4
"sizable"	1
"size"	20
"sized"	1
"sizes"	1
"sizzling"	1
"skal"	2
"skate"	2
"skateboarding"	5
"skeleton"	1
"skeptic"	3
"skeptical"	14
"skeptically"	1
"skepticism"	8
"skeptics"	2
"sketch"	1
"sketches"	3
"sketchy"	1
"ski"	5
"skid"	5
"skidmore"	1
"skies"	3
"skiing"	1
"skill"	4
"skilled"	2
"skillfully"	1
"skills"	16
"skims"	1
"skin"	6
"skinhead"	1
"skinner"	1
"skins"	1
"skip"	5
"skipped"	1
"skipping"	2
"skirmish"	1
"skirmished"	1
"skirted"	1
"skirting"	1
"skirts"	1
"skit"	1
"skits"	1
"skopje"	8
"skretta"	1
"skripal"	10
"skripals"	2
"skull"	3
"skulls"	2
"sky"	14
"skype"	1
"skyrocketing"	1
"skyscraper"	2
"skyscrapers"	1
"slack"	2
"slager"	2
"slain"	10
"slam"	2
"slammed"	1
"slamming"	1
"slang"	2
"slangy"	1
"slap"	3
"slapped"	2
"slashed"	3
"slashing"	1
"slate"	2
"slated"	2
"slaughter"	4
"slaughtered"	3
"slaughtering"	1
"slave"	1
"slavery"	1
"slaves"	1
"slavishly"	1
"slay"	1
"slaying"	6
"slayings"	5
"sleaze"	1
"sleazy"	1
"sled"	1
"sleek"	1
"sleep"	10
"sleeping"	8
"sleeve"	1
"sleeveless"	1
"sleeves"	1
"slept"	3
"slevin"	1
"slew"	3
"slice"	1
"slick"	4
"slickly"	1
"slid"	2
"slide"	10
"slidell"	1
"slides"	1
"sliding"	3
"slight"	2
"slightest"	2
"slightly"	12
"slights"	1
"slim"	2
"slime"	1
"sliming"	1
"slimy"	1
"slip"	6
"slippage"	1
"slipped"	6
"slipping"	4
"slips"	1
"slitter"	1
"slivers"	1
"sloan"	2
"slogan"	7
"slogans"	4
"slope"	1
"slopes"	1
"sloppy"	3
"slot"	2
"slots"	1
"slott"	4
"slouch"	1
"slovakia"	1
"slovakias"	1
"slow"	14
"slowed"	3
"slower"	3
"slowing"	3
"slowly"	12
"slows"	1
"slugger"	1
"sluggers"	1
"sluggish"	1
"slum"	1
"sluman"	3
"slump"	1
"slumping"	2
"slung"	2
"slur"	1
"slyly"	1
"small"	78
"smaller"	23
"smallest"	3
"smart"	9
"smarter"	3
"smartphone"	1
"smartphones"	7
"smarts"	2
"smash"	3
"smashed"	2
"smashing"	2
"smattering"	1
"smell"	3
"smelled"	1
"smelling"	2
"smells"	1
"smile"	4
"smiled"	4
"smiles"	2
"smiley"	1
"smiling"	3
"smirking"	1
"smith"	36
"smithmarch"	1
"smiths"	7
"smize"	1
"smizing"	2
"smoke"	7
"smoked"	3
"smoking"	4
"smoky"	1
"smoldered"	2
"smooth"	3
"smoothed"	1
"smoothing"	1
"smoothly"	1
"smother"	1
"smudged"	1
"smug"	1
"smuggled"	1
"smugness"	1
"smyrna"	2
"snacks"	3
"snagged"	1
"snail"	1
"snails"	1
"snaked"	2
"snakes"	2
"snaky"	1
"snap"	8
"snapchat"	1
"snapped"	6
"snapping"	2
"snaps"	2
"snapshot"	3
"snark"	1
"snatching"	1
"sneaker"	2
"sneakers"	5
"sneaking"	1
"sneed"	1
"sneering"	1
"sneeze"	1
"sneezed"	1
"sneezing"	1
"snipe"	1
"snipers"	2
"snipped"	1
"snl"	1
"snow"	3
"snowstorm"	1
"snowy"	1
"snyder"	1
"soak"	1
"soaked"	1
"soap"	1
"soar"	1
"soared"	1
"soaring"	3
"sob"	1
"sobbed"	3
"sobbing"	3
"sober"	1
"sobering"	3
"sobs"	3
"soccer"	4
"social"	120
"socialism"	1
"socialists"	1
"socially"	4
"societal"	3
"society"	38
"socio"	1
"sociology"	1
"sock"	1
"socks"	1
"sodatone"	1
"soderbergh"	2
"soft"	23
"softball"	2
"softbank"	4
"soften"	1
"softer"	1
"softly"	2
"software"	13
"soil"	10
"solace"	1
"solar"	4
"sold"	28
"soldier"	11
"soldiers"	21
"sole"	3
"solely"	2
"solemn"	2
"solicited"	1
"solicitor"	4
"solid"	8
"solidarity"	10
"solidifies"	1
"solidifying"	1
"solipsism"	1
"solitary"	3
"solitude"	3
"solomon"	5
"soloski"	1
"solution"	10
"solutions"	6
"solve"	14
"solved"	10
"solver"	2
"solvers"	9
"solving"	13
"somalia"	1
"somalis"	3
"somber"	4
"somberly"	1
"somebody"	13
"someday"	2
"somehow"	10
"someone"	124
"something"	172
"sometime"	4
"sometimes"	80
"someway"	1
"somewhat"	5
"somewhere"	8
"son"	63
"sonae"	1
"song"	20
"songs"	16
"songwriter"	7
"songwriting"	2
"sonia"	3
"sonnets"	1
"sonny"	1
"sonora"	1
"sonorous"	1
"sons"	15
"sonsie"	2
"sontag"	1
"soon"	54
"sooner"	4
"sooners"	1
"soooo"	2
"soothing"	1
"sophia"	1
"sophie"	1
"sophisticated"	9
"sophisticates"	1
"sophomore"	19
"sophomores"	1
"sore"	5
"soreness"	6
"sorkin"	2
"sorkinmarch"	2
"soros"	9
"sorrells"	2
"sorrow"	1
"sorrowful"	1
"sorry"	7
"sort"	32
"sorted"	1
"sorts"	7
"sosinsky"	1
"sosna"	1
"soto"	1
"sotomayor"	4
"sought"	22
"soul"	4
"souls"	3
"soum"	1
"soumeylou"	1
"sound"	16
"sounded"	4
"soundlessly"	1
"sounds"	6
"soundtrack"	1
"soundtracks"	1
"soup"	3
"sour"	3
"source"	26
"sources"	20
"sousa"	2
"south"	226
"southeast"	5
"southeastern"	2
"southern"	48
"southerners"	3
"southwell"	2
"southwest"	4
"southwestern"	3
"souvenir"	1
"sovereign"	2
"sovereignty"	1
"soviet"	17
"sox"	5
"space"	20
"spaced"	1
"spaces"	3
"spacex"	1
"spacey"	3
"spacing"	1
"spacious"	1
"spain"	12
"span"	10
"spaniard"	4
"spanish"	9
"spanking"	2
"spanned"	1
"spanning"	6
"spare"	5
"spared"	6
"spark"	2
"sparked"	23
"sparking"	2
"sparklehorse"	2
"sparkling"	1
"sparkly"	1
"sparks"	1
"spars"	1
"sparsely"	1
"sparta"	2
"spartan"	1
"spasms"	1
"spat"	1
"spate"	2
"spatial"	1
"spawning"	1
"speak"	45
"speaker"	10
"speakers"	14
"speaking"	25
"speakingpopovich"	1
"speaks"	8
"speaksin"	1
"spearhead"	1
"spearheaded"	2
"spears"	1
"special"	75
"specialist"	3
"specialists"	2
"specialized"	4
"specializes"	2
"specials"	1
"specialty"	4
"species"	5
"specific"	16
"specifically"	7
"specifications"	1
"specifics"	3
"specified"	3
"specify"	3
"specimen"	1
"specimens"	1
"spectacle"	1
"spectacular"	2
"spectators"	2
"specter"	1
"spectrum"	4
"speculated"	3
"speculation"	4
"speculator"	1
"speculators"	1
"sped"	2
"speech"	29
"speeches"	16
"speechless"	1
"speechwriter"	3
"speechwriters"	2
"speed"	18
"speedy"	2
"spell"	2
"spellbound"	1
"spelled"	1
"spelling"	2
"spellman"	3
"spencer"	3
"spend"	31
"spending"	41
"spendinga"	1
"spends"	3
"spent"	51
"sperfeldt"	1
"spice"	1
"spider"	2
"spiders"	1
"spielberg"	1
"spies"	1
"spieth"	2
"spiethage"	1
"spike"	1
"spiked"	1
"spiky"	1
"spill"	2
"spilled"	2
"spilling"	1
"spin"	2
"spindly"	1
"spine"	2
"spinning"	4
"spinoff"	2
"spiral"	1
"spiraling"	1
"spirit"	20
"spirited"	3
"spiriting"	1
"spirits"	5
"spiritual"	5
"spirituality"	2
"spit"	1
"spite"	2
"spitting"	1
"splashed"	2
"splashy"	1
"splatters"	1
"splayed"	1
"split"	10
"splitting"	1
"spoelstra"	3
"spoil"	1
"spoiled"	2
"spoiler"	1
"spokane"	14
"spoke"	74
"spoken"	8
"spokesman"	39
"spokesmen"	1
"spokesperson"	1
"spokeswoman"	32
"spongy"	1
"sponsor"	2
"sponsored"	9
"sponsoring"	1
"sponsors"	4
"spontaneous"	4
"spoofed"	1
"spooked"	3
"spool"	1
"spoon"	3
"spoonful"	1
"sport"	15
"sporting"	5
"sports"	39
"spot"	55
"spotify"	2
"spotlight"	9
"spotlighting"	2
"spotlights"	1
"spots"	10
"spotted"	5
"spotty"	1
"spouse"	1
"sprain"	3
"sprained"	8
"spraining"	1
"sprang"	1
"sprawling"	5
"spraying"	1
"spread"	30
"spreadbetters"	2
"spreadbetting"	1
"spreading"	8
"spreads"	1
"spree"	3
"sprees"	1
"spring"	41
"springer"	3
"springs"	8
"sprinkled"	1
"sprinklers"	1
"sprint"	1
"sprinter"	4
"sprinters"	4
"spritzed"	1
"sprung"	1
"spun"	1
"spur"	1
"spurned"	1
"spurns"	1
"spurred"	4
"spurs"	40
"spurt"	4
"spurts"	2
"spy"	17
"squad"	8
"squads"	4
"squalid"	1
"squalls"	1
"square"	8
"squarely"	2
"squares"	2
"squash"	1
"squat"	1
"squatter"	1
"squatting"	1
"squeaky"	1
"squeeze"	1
"squeezed"	1
"squeezing"	2
"squid"	1
"squirming"	1
"squirrels"	1
"squishy"	1
"sr"	3
"srean"	2
"srinivasan"	1
"sriskandarajah"	1
"sro"	2
"st"	34
"stab"	2
"stabbed"	6
"stabbing"	1
"stability"	3
"stabilizing"	1
"stable"	8
"stacey"	1
"stacked"	1
"stacks"	1
"stadium"	23
"stadiums"	1
"staff"	56
"staffer"	1
"staffers"	5
"staffing"	1
"stafford"	8
"staffords"	1
"staffs"	1
"stage"	42
"stagecoach"	1
"staged"	8
"stages"	4
"staggered"	2
"staggering"	3
"staggers"	1
"staging"	4
"stagnant"	2
"stagnating"	1
"staid"	1
"staind"	1
"stairs"	2
"stairwells"	1
"stake"	12
"stakecincinnati"	1
"staked"	1
"stakeholders"	2
"stakes"	5
"staking"	1
"stalemate"	3
"staley"	5
"stalked"	1
"stalking"	1
"stall"	3
"stalled"	3
"stalls"	2
"stalwart"	1
"stamford"	5
"stamp"	3
"stamped"	1
"stampede"	1
"stamper"	3
"stan"	1
"stance"	7
"stanch"	1
"stanchion"	1
"stand"	33
"standard"	17
"standardized"	1
"standardizing"	1
"standards"	17
"standing"	36
"standings"	8
"standoff"	9
"standpoint"	1
"stands"	9
"standsblack"	1
"standstill"	1
"standup"	1
"stanford"	18
"stanfordc"	2
"stanfordmarch"	2
"stanfords"	2
"stanley"	6
"stannard"	8
"stantcheva"	1
"stanton"	6
"stanza"	6
"stanzas"	1
"staple"	1
"staples"	4
"star"	60
"starbucks"	1
"stardom"	1
"stare"	3
"stared"	7
"stargell"	1
"stargerbridgewater"	1
"staring"	8
"stark"	4
"starkville"	2
"starless"	1
"starred"	2
"starring"	10
"starry"	1
"stars"	26
"start"	128
"started"	92
"starter"	4
"starters"	9
"starting"	42
"startle"	1
"startling"	2
"startlingly"	1
"starts"	18
"startsthe"	1
"startthe"	1
"startv"	1
"startvillanova"	1
"starvation"	1
"starving"	5
"stat"	2
"state"	514
"stated"	11
"statehouse"	3
"stateless"	1
"statelessness"	1
"statement"	104
"statements"	20
"statementsimmons"	1
"staten"	1
"states"	258
"statesmen"	1
"statewide"	1
"statham"	1
"static"	1
"stating"	4
"station"	18
"stationed"	3
"stationery"	1
"stations"	3
"stationthe"	1
"statistic"	2
"statistical"	3
"statistically"	1
"statistics"	9
"stats"	3
"statt"	2
"statue"	5
"statues"	3
"status"	23
"statusphysical"	1
"statute"	1
"statutes"	1
"statutory"	3
"staub"	1
"staved"	1
"stay"	49
"stayed"	18
"staying"	12
"stays"	1
"stead"	1
"steadfast"	1
"steadily"	7
"steady"	10
"steal"	7
"stealing"	4
"steals"	29
"stealth"	1
"steamers"	2
"steel"	7
"steele"	1
"steelers"	2
"steely"	1
"steep"	1
"steeped"	1
"steer"	3
"steered"	1
"steering"	2
"stefan"	1
"stefano"	1
"stein"	8
"steinberg"	20
"steinmarch"	1
"stella"	3
"stellar"	7
"stem"	1
"stemerman"	1
"stemmed"	2
"stemming"	4
"stems"	2
"stench"	1
"stensonage"	1
"step"	35
"stepfather"	3
"steph"	2
"stephan"	2
"stephanie"	5
"stephen"	28
"stephens"	3
"stephensgail"	1
"stephon"	81
"stephonclark"	1
"stephons"	2
"stepped"	21
"stepping"	6
"steps"	29
"stepson"	2
"stepsons"	1
"stereoscopic"	1
"stereotype"	3
"stereotypes"	5
"stereotypical"	2
"stereotypically"	1
"sterling"	124
"sterlings"	42
"stern"	1
"steroid"	2
"steroids"	6
"stevante"	23
"steve"	32
"stevekingia"	1
"steven"	6
"stevens"	44
"stevensonmarch"	1
"stevonte"	1
"stewart"	15
"stewed"	1
"steyer"	4
"stick"	9
"sticker"	1
"stickers"	2
"sticking"	4
"sticks"	2
"sticky"	2
"stigma"	1
"still"	238
"stilled"	2
"stillness"	1
"stilted"	4
"stimulate"	1
"stimulated"	2
"stimulus"	1
"sting"	1
"stinging"	1
"stingy"	2
"stinson"	1
"stint"	1
"stints"	3
"stipulation"	1
"stir"	3
"stirred"	2
"stirring"	1
"stirs"	2
"stitch"	3
"stitched"	2
"stitcher"	1
"stitcherstudents"	1
"stitches"	1
"stitchfix"	1
"stock"	57
"stockbridge"	1
"stocked"	1
"stockholm"	2
"stocking"	1
"stockley"	7
"stockleys"	1
"stocks"	27
"stoic"	2
"stoked"	2
"stokely"	2
"stokes"	1
"stoking"	1
"stole"	5
"stolen"	10
"stomach"	3
"stomachs"	1
"stomping"	2
"stone"	11
"stoned"	1
"stoneman"	104
"stoner"	1
"stones"	2
"stood"	40
"stoop"	1
"stop"	106
"stopover"	1
"stopped"	41
"stopping"	7
"stops"	17
"storage"	4
"store"	71
"stored"	5
"storefront"	1
"storefronts"	2
"storer"	3
"stores"	16
"storied"	4
"stories"	50
"storiesthe"	1
"storm"	9
"stormed"	12
"storming"	2
"storms"	3
"stormy"	14
"story"	123
"storyteller"	1
"storytellers"	1
"storytelling"	3
"stotts"	4
"stove"	5
"stoves"	1
"stowe"	1
"straddled"	1
"straight"	100
"straightaway"	1
"straightforward"	3
"straightforwardly"	1
"strain"	5
"strained"	2
"strains"	3
"strampel"	25
"strand"	1
"stranded"	6
"stranding"	1
"strands"	2
"strange"	8
"strangely"	2
"stranger"	2
"strangers"	2
"strangest"	2
"stranglehold"	1
"strapped"	1
"strategic"	2
"strategically"	2
"strategies"	4
"strategist"	5
"strategists"	4
"strategy"	23
"stratosphere"	1
"straus"	1
"stravinsky"	2
"straw"	2
"stray"	2
"streak"	42
"streaked"	2
"streaking"	2
"streakjordans"	1
"streakmemphis"	1
"streaks"	2
"streaksmccowan"	1
"streaksthe"	1
"stream"	7
"streamed"	3
"streaming"	9
"streamlined"	1
"streep"	1
"street"	53
"streets"	46
"streetscapes"	1
"streisand"	2
"strength"	11
"strengthen"	7
"strengthening"	2
"strengthens"	1
"stress"	15
"stressed"	5
"stressful"	2
"stressing"	2
"stretch"	30
"stretched"	6
"stretches"	5
"stretching"	1
"strezovski"	5
"stricker"	6
"strict"	8
"stricter"	19
"strictest"	1
"strictly"	2
"strictures"	1
"stride"	2
"strides"	1
"strike"	21
"strikeouts"	1
"striker"	1
"strikes"	7
"striking"	10
"string"	8
"stringent"	5
"stringer"	2
"strings"	2
"strip"	8
"stripe"	1
"striped"	1
"stripped"	1
"strips"	2
"strive"	4
"strived"	1
"strives"	1
"striving"	1
"stroke"	11
"strokes"	1
"stroking"	1
"strolled"	3
"stroller"	6
"strollers"	1
"strong"	65
"stronger"	15
"strongest"	5
"stronghold"	1
"strongly"	17
"strop"	1
"strove"	1
"struck"	32
"structural"	3
"structure"	11
"structured"	1
"structures"	6
"struggle"	38
"struggled"	20
"struggles"	11
"struggling"	20
"strummed"	1
"strums"	1
"strung"	2
"strut"	1
"strutted"	2
"stuart"	2
"stubborn"	2
"stubbs"	1
"stucco"	1
"stuck"	13
"studbooks"	1
"student"	161
"students"	274
"studentsamong"	1
"studied"	7
"studies"	27
"studio"	10
"studios"	4
"studiously"	1
"study"	48
"studying"	4
"stuff"	18
"stuffed"	2
"stultifying"	1
"stumbled"	1
"stun"	5
"stung"	1
"stunned"	8
"stunning"	7
"stunningly"	1
"stunt"	1
"stupefied"	1
"stupid"	3
"sturm"	5
"style"	44
"styles"	4
"stylistic"	1
"stylized"	1
"stylizes"	1
"stymie"	1
"stymied"	3
"su"	2
"suarez"	1
"subconscious"	1
"subdivision"	2
"subdue"	2
"subdued"	3
"subject"	25
"subjected"	2
"subjective"	2
"subjectivity"	1
"subjects"	6
"submarine"	2
"submerge"	1
"submissions"	1
"submit"	3
"submitted"	4
"subordinates"	2
"subpopulation"	1
"subscribe"	358
"subscriber"	1
"subscribers"	2
"subscription"	4
"subscriptions"	1
"subsequent"	3
"subsequently"	1
"subset"	1
"subsidiary"	1
"substance"	10
"substances"	3
"substantial"	6
"substantially"	4
"substantive"	2
"substitutes"	1
"subterfuge"	1
"subtitle"	2
"subtle"	1
"subtleties"	1
"subtlety"	1
"subtly"	1
"suburb"	10
"suburban"	8
"suburbs"	15
"subversive"	1
"subway"	4
"succeed"	7
"succeeded"	6
"succeeds"	3
"success"	32
"successes"	2
"successful"	16
"successfully"	7
"succession"	1
"successive"	1
"successor"	4
"succinctly"	1
"succumbed"	1
"suck"	4
"sucked"	2
"suckers"	2
"sudan"	5
"sudanwhen"	1
"sudden"	9
"suddenly"	13
"sudeikis"	1
"sudoku"	1
"sue"	8
"sued"	11
"suffer"	3
"suffered"	16
"suffering"	12
"suffers"	1
"suffocated"	1
"suffocating"	1
"sugar"	6
"sugary"	1
"suggest"	19
"suggested"	31
"suggesting"	4
"suggestion"	4
"suggestions"	7
"suggestive"	1
"suggests"	12
"sugrue"	3
"suicidal"	7
"suicide"	13
"suicides"	3
"suing"	6
"suisse"	1
"suit"	11
"suitably"	1
"suitcase"	1
"suitcases"	1
"suite"	5
"suited"	2
"suits"	6
"suleiman"	1
"sullenness"	1
"sullivan"	3
"sullivanmarch"	1
"sum"	2
"summarize"	1
"summary"	2
"summation"	2
"summer"	22
"summers"	2
"summit"	5
"summoned"	7
"summons"	4
"sumptuous"	1
"sums"	2
"sun"	39
"sunbather"	1
"sunbathing"	1
"sundaes"	1
"sunday"	147
"sundays"	11
"sundered"	1
"sung"	3
"sunglasses"	2
"sunk"	4
"sunken"	2
"sunlight"	3
"sunlit"	1
"sunni"	2
"sunning"	1
"sunrise"	2
"suns"	7
"sunset"	2
"sunshine"	8
"suntrust"	2
"sup"	1
"super"	17
"superabundance"	1
"superb"	1
"superintendent"	3
"superior"	1
"supermajority"	1
"supermarket"	43
"supermarkets"	2
"superposition"	1
"superpower"	1
"superstar"	10
"superstars"	3
"superstition"	1
"superstore"	2
"supervise"	1
"supervised"	2
"supervision"	4
"supervisory"	1
"supper"	1
"suppers"	1
"supplant"	2
"supple"	1
"supplement"	1
"supplemental"	1
"supplementing"	1
"supplements"	1
"supplicants"	1
"supplied"	1
"suppliers"	4
"supplies"	4
"supply"	7
"support"	167
"supported"	29
"supporter"	5
"supporters"	45
"supporting"	17
"supportive"	5
"supports"	17
"suppose"	2
"supposed"	26
"supposedly"	1
"suppressing"	1
"supremacism"	1
"supremacist"	1
"supremacists"	1
"supreme"	46
"surcharge"	1
"sure"	56
"surely"	8
"surface"	8
"surfaced"	2
"surfaces"	1
"surfacing"	1
"surfer"	1
"surge"	7
"surged"	3
"surgeon"	3
"surgeries"	3
"surgery"	16
"surgical"	2
"suricomarch"	1
"surikfad"	3
"surpassed"	5
"surpassing"	1
"surplus"	4
"surpluses"	9
"surprise"	22
"surprised"	18
"surprises"	2
"surprising"	17
"surprisingly"	1
"surreal"	3
"surrealism"	1
"surrender"	2
"surrendered"	1
"surrenders"	1
"surreptitiously"	2
"surround"	1
"surrounded"	12
"surrounding"	10
"surroundings"	1
"surveillance"	28
"surveilling"	1
"survey"	20
"surveys"	6
"survival"	11
"survive"	16
"survived"	26
"survives"	1
"surviving"	6
"survivor"	24
"survivors"	42
"susan"	8
"susceptibility"	1
"suspect"	54
"suspected"	23
"suspects"	14
"suspend"	2
"suspended"	13
"suspending"	1
"suspends"	1
"suspense"	1
"suspension"	6
"suspensions"	1
"suspicion"	7
"suspicions"	1
"suspicious"	2
"suspiciously"	2
"sustain"	2
"sustainable"	3
"sustained"	8
"sustaining"	2
"sustains"	1
"sutherland"	1
"sutter"	2
"sutton"	2
"suv"	24
"suwanee"	1
"suzanne"	1
"suzette"	1
"suzuki"	4
"svedka"	1
"svengali"	1
"svi"	3
"sviatoslav"	1
"swaggart"	1
"swallow"	3
"swam"	1
"swamp"	5
"swamped"	1
"swan"	2
"swankie"	1
"swanky"	1
"swapped"	6
"swapping"	5
"swaps"	1
"swarmed"	2
"swarming"	1
"swarzak"	1
"swat"	10
"swatches"	1
"swaths"	1
"swatted"	1
"swatting"	2
"sway"	2
"swear"	1
"swears"	2
"sweat"	1
"sweatband"	1
"sweating"	2
"sweatshirt"	3
"sweatshirts"	1
"swede"	1
"sweden"	5
"swedish"	4
"sweeney"	14
"sweep"	4
"sweeping"	8
"sweet"	22
"swell"	1
"swelled"	2
"swept"	5
"swift"	15
"swiftly"	2
"swim"	6
"swimmerpornographic"	1
"swimmers"	1
"swimming"	3
"swimmingly"	1
"swing"	14
"swinging"	1
"swingman"	1
"swings"	3
"swirl"	1
"swirling"	2
"swished"	1
"swiss"	6
"switch"	5
"switched"	5
"switching"	1
"switzerland"	1
"swollen"	3
"swooned"	1
"swords"	1
"swore"	3
"sworn"	5
"sydney"	11
"sydow"	1
"syed"	3
"sykes"	1
"syllables"	1
"sylvain"	1
"sylvester"	1
"symbiotic"	1
"symbol"	8
"symbolic"	1
"symbolism"	2
"symbolist"	1
"symbolized"	1
"symbols"	2
"symmetrical"	1
"symmetrically"	1
"symmetry"	1
"sympathetic"	4
"sympathies"	1
"sympathizer"	2
"sympathizers"	2
"sympathy"	3
"symphony"	3
"symposium"	2
"symptom"	1
"symptoms"	3
"synaptic"	2
"sync"	2
"synchronized"	1
"synchrony"	1
"syndergaard"	2
"syndicated"	1
"syndrome"	2
"syne"	2
"synod"	1
"synonym"	1
"synonymous"	1
"synovus"	2
"synthetic"	3
"syracuse"	14
"syracuses"	1
"syria"	15
"syrian"	4
"system"	69
"systematic"	2
"systemic"	4
"systems"	12
"szalai"	2
"szarkowski"	1
"ta"	1
"tabb"	1
"table"	14
"tablecloths"	1
"tables"	1
"tablets"	1
"tabloid"	3
"tabloids"	1
"taboo"	1
"tacked"	1
"tacking"	1
"tackle"	3
"tackles"	2
"tackling"	4
"taco"	1
"tactful"	1
"tactic"	3
"tactical"	4
"tactically"	1
"tactician"	1
"tactics"	12
"tae"	2
"taenaz"	1
"taffy"	1
"taft"	1
"tag"	5
"tagged"	1
"tags"	3
"tahoua"	1
"tail"	5
"tailing"	1
"tailoring"	1
"taing"	1
"tainted"	2
"taipei"	4
"taison"	1
"taiwan"	5
"taiwanese"	7
"taiwans"	1
"taj"	3
"tak"	1
"take"	184
"takeda"	2
"takedown"	1
"taken"	78
"takeover"	1
"takers"	1
"takes"	46
"taking"	84
"tale"	3
"talent"	16
"talented"	7
"talents"	2
"tales"	5
"talia"	1
"taliban"	11
"talisa"	1
"talisman"	1
"talk"	53
"talked"	18
"talkers"	1
"talking"	51
"talks"	19
"tall"	12
"taller"	6
"tallest"	3
"tallied"	1
"tallies"	1
"tallman"	2
"tally"	4
"tam"	1
"tamarac"	1
"tammy"	2
"tamp"	4
"tampa"	6
"tamped"	1
"tamper"	2
"tampering"	4
"tan"	1
"tanf"	1
"tange"	1
"tangled"	1
"tank"	5
"tanking"	1
"tanks"	4
"tansies"	1
"tante"	1
"tanya"	3
"taol"	1
"tap"	6
"tape"	5
"tapeacall"	1
"tapes"	1
"tapped"	1
"tapping"	1
"taps"	2
"tapscott"	1
"tar"	1
"tara"	4
"taraji"	2
"tarantino"	1
"tard"	1
"target"	31
"targeted"	13
"targeting"	8
"targets"	12
"tariff"	1
"tariffs"	11
"tarkovsky"	1
"tarloff"	1
"tarnopolsky"	3
"taro"	1
"tarpaulin"	1
"tarr"	5
"tarsila"	3
"tart"	4
"tartan"	1
"tarts"	1
"taser"	7
"tasers"	1
"tashfeen"	1
"tashia"	1
"task"	11
"tasked"	3
"tasks"	5
"taste"	5
"tasted"	1
"tasty"	3
"tat"	1
"tate"	1
"tatum"	1
"tatums"	1
"taught"	12
"taunt"	2
"taunted"	5
"taunting"	4
"taurean"	1
"tavernise"	1
"tax"	62
"taxable"	1
"taxes"	13
"taxi"	1
"taxing"	2
"taxpayers"	1
"taxpaying"	1
"taylor"	13
"tayron"	1
"tbi"	1
"tbswhat"	1
"tbunknastywhy"	1
"tcm"	1
"td"	2
"te"	1
"tea"	5
"teach"	11
"teacher"	31
"teachers"	42
"teaches"	4
"teaching"	10
"teachout"	1
"teagarden"	2
"teague"	5
"teaira"	5
"team"	352
"teamaja"	1
"teamed"	3
"teaming"	4
"teamjalen"	1
"teamkalani"	1
"teamkeenan"	1
"teamkeita"	1
"teammate"	11
"teammates"	19
"teamnapheesa"	1
"teams"	111
"teamsvillanova"	1
"teana"	1
"tear"	8
"teardrop"	2
"tearful"	2
"tearing"	2
"tears"	28
"teaser"	2
"teasing"	2
"tech"	79
"technica"	1
"technical"	19
"technically"	5
"technicals"	1
